epoch,avg_reward,option 0 dur,option 1 dur,option 2 dur,option 0 std,option 1 std,option 2 std,option 0 term,option 1 term,option 2 term,option 0 adv,option 1 adv,option 2 adv
1,1.3366737441864558,531,1026,491,1.0,1.0,1.0,0.49166983366012573,0.4222477078437805,0.5075788497924805,0.696036159992218,0.07893020659685135,0.01379428617656231
2,1.5892587338069066,590,815,643,0.9996593594551086,0.9809989333152771,1.0080872774124146,0.4668630063533783,0.4353288412094116,0.4795306622982025,0.18147046864032745,0.06550570577383041,0.0037017688155174255
3,2.280387948439858,620,634,794,1.0010870695114136,0.9874505996704102,0.9945303201675415,0.3958321213722229,0.48190435767173767,0.39471033215522766,0.2737594544887543,0.06675806641578674,-0.029485855251550674
4,3.565873107659796,1140,470,438,0.9772734045982361,0.9660154581069946,1.0013384819030762,0.29297947883605957,0.3816193640232086,0.3699207603931427,0.3462344706058502,0.0744004100561142,-0.03655947372317314
5,4.304068518380052,1481,257,310,0.9556582570075989,0.971394956111908,0.9958890080451965,0.2076941579580307,0.39747893810272217,0.4213610589504242,0.2796657085418701,0.17615939676761627,0.007064362522214651
6,6.313809456360674,1547,208,293,0.9391398429870605,0.9726693630218506,0.9881298542022705,0.12018917500972748,0.39331138134002686,0.3785519301891327,0.34005311131477356,0.19643625617027283,-0.15488311648368835
7,8.110083742508381,1561,241,246,0.9265835285186768,0.96706622838974,0.984033465385437,0.07989683747291565,0.4306294023990631,0.3522033095359802,0.4400976896286011,-0.04776347056031227,-0.12354373186826706
8,11.569812258741974,1950,45,53,0.9162119626998901,0.9620127081871033,0.9937955141067505,0.009829615242779255,0.5123263001441956,0.42609474062919617,0.7362406849861145,0.0,0.0
9,13.781557773320733,1897,101,50,0.9110293984413147,0.9620127081871033,0.9938237071037292,0.003196313511580229,0.43218886852264404,0.2918228209018707,1.0961956977844238,0.0,0.0
10,16.829354289432295,2002,36,10,0.903777003288269,0.9620127081871033,0.9938237071037292,0.0009769380558282137,0.42298081517219543,0.3053487539291382,1.7366396188735962,-0.7469372749328613,0.0
11,19.434669310315584,1965,46,37,0.9077215194702148,0.9439734816551208,0.9938237071037292,0.0011150635546073318,0.5398727655410767,0.3088790476322174,2.660869598388672,0.0,0.0
12,20.335953455438588,1985,52,11,0.9110998511314392,0.9437228441238403,0.9938237071037292,0.00015193330182228237,0.5887841582298279,0.24185292422771454,2.7140913009643555,0.0,-2.4442577362060547
13,21.952036012033048,2037,10,1,0.9129921197891235,0.9437228441238403,0.9874927997589111,0.00022946333047002554,0.504802405834198,0.2576199173927307,3.333559989929199,0.0,0.0
14,22.96557272334589,2039,9,0,0.8980693817138672,0.9437228441238403,1.0,0.0002684765786398202,0.5191841125488281,0.2926892340183258,3.242450714111328,0.0,0.0
15,23.250154704356888,2048,0,0,0.9000974297523499,1.0,1.0,0.000130636224639602,0.5249709486961365,0.25362449884414673,3.0642242431640625,0.0,0.0
16,23.72682216633297,2041,6,1,0.884250819683075,0.9437228441238403,0.987419068813324,0.000222119502723217,0.531278133392334,0.2865513265132904,2.9578094482421875,0.0,0.0
17,24.67237835866527,2047,0,1,0.8670151829719543,1.0,0.987419068813324,0.00018182715575676411,0.5366979837417603,0.23395177721977234,3.245471239089966,0.0,0.0
