epoch,avg_reward,option 0 dur,option 1 dur,option 2 dur,option 0 std,option 1 std,option 2 std,option 0 term,option 1 term,option 2 term,option 0 adv,option 1 adv,option 2 adv
1,-0.11780150370320915,909,425,714,1.0,1.0,1.0,0.5461365580558777,0.623466432094574,0.46039360761642456,-0.22654888033866882,-0.398360937833786,0.01784643903374672
2,0.020988732867678942,615,487,946,1.001254677772522,0.9904450178146362,1.000486969947815,0.43931639194488525,0.46223220229148865,0.5374212861061096,0.05421735718846321,-0.004973329603672028,-0.02751418948173523
3,0.16483701020017874,535,516,997,0.9971222281455994,0.9880822896957397,0.9955189824104309,0.46703916788101196,0.43913546204566956,0.4780554175376892,0.042373448610305786,0.04021066427230835,-0.03821314498782158
4,0.2366120077607493,529,580,939,0.9915714263916016,0.9873083829879761,0.9928958415985107,0.4703417420387268,0.3831557333469391,0.41487443447113037,0.05973798409104347,0.058393869549036026,-0.008631603792309761
5,0.5338424260231149,529,486,1033,0.9935595393180847,0.9826006889343262,0.9810166954994202,0.4871004521846771,0.404026061296463,0.4030557870864868,0.05616951361298561,0.0416070893406868,-0.019696004688739777
6,0.8030560217874217,553,511,984,0.9794690608978271,0.9769856929779053,0.9709741473197937,0.45562291145324707,0.3703288733959198,0.3888656198978424,0.10799460858106613,0.1306210309267044,0.009451824240386486
7,1.161416049715262,545,272,1231,0.9666683077812195,0.9720207452774048,0.9678372740745544,0.4330972135066986,0.3554094135761261,0.30397796630859375,0.05227005481719971,0.028833722695708275,0.09250267595052719
8,1.6530312867053885,369,162,1517,0.9647338390350342,0.9675070643424988,0.9597669839859009,0.4115435779094696,0.4104749262332916,0.20651255548000336,0.10833455622196198,-0.018356846645474434,0.1526109129190445
9,2.9645191971944076,352,181,1515,0.957728922367096,0.9573759436607361,0.9464962482452393,0.38565346598625183,0.38161203265190125,0.1399337202310562,0.039038777351379395,0.012328517623245716,0.24860301613807678
10,4.656936698103116,218,45,1785,0.9556707739830017,0.9615870714187622,0.9394328594207764,0.3037627339363098,0.34654006361961365,0.0932217538356781,0.5305648446083069,0.0,0.480783611536026
11,6.319388571705872,179,49,1820,0.9451912045478821,0.9615870118141174,0.9373498558998108,0.268463671207428,0.3625234365463257,0.0719250738620758,0.38682371377944946,0.0,0.9368113279342651
12,8.852247168633971,65,43,1940,0.9468455910682678,0.9615870714187622,0.9221176505088806,0.3251205086708069,0.377267450094223,0.032044410705566406,0.0,0.0,2.4807071685791016
13,10.951945829886068,114,113,1821,0.9468455910682678,0.9615870714187622,0.9176608324050903,0.4147911071777344,0.2962646484375,0.050113607197999954,0.08272287994623184,-0.7603821158409119,1.9247019290924072
14,12.981654214258244,38,25,1985,0.9376886487007141,0.9623607993125916,0.9144589900970459,0.47909554839134216,0.4439953863620758,0.0216432586312294,0.0,0.0,1.7417254447937012
15,15.59496913069582,61,28,1959,0.9376886487007141,0.9623607993125916,0.9099351167678833,0.4917061924934387,0.5239059329032898,0.023380963131785393,0.0,0.0,2.227330446243286
16,17.371323245009645,33,26,1989,0.9376886487007141,0.9623607993125916,0.9060484766960144,0.5689192414283752,0.4755466878414154,0.02120174467563629,0.0,0.0,2.3211309909820557
17,19.497603927458115,93,18,1937,0.9376886487007141,0.9623607993125916,0.9042878746986389,0.616070568561554,0.574032723903656,0.0309666208922863,-0.39647239446640015,0.0,2.7108004093170166
18,21.09320127667048,47,42,1959,0.9410803914070129,0.9623607993125916,0.8963466286659241,0.6134486794471741,0.570584237575531,0.03527630493044853,0.0,0.0,2.2716429233551025
19,22.9174851817344,63,68,1917,0.9410803914070129,0.9623607993125916,0.8931741714477539,0.6523400545120239,0.6747144460678101,0.049841493368148804,0.0,-0.44692033529281616,2.1715941429138184
20,24.941066121145433,43,63,1942,0.9410803914070129,0.9531394243240356,0.8901858329772949,0.6629988551139832,0.8023130297660828,0.03472531586885452,0.0,0.0,2.4394218921661377
21,26.27227636457703,120,88,1840,0.9410803914070129,0.9531394243240356,0.8779258131980896,0.7209274768829346,0.7721783518791199,0.059526123106479645,-0.17128831148147583,0.0,2.3292617797851562
22,26.69908601622593,61,74,1913,0.9453986287117004,0.9531394243240356,0.8764214515686035,0.6918188333511353,0.711783766746521,0.04876350238919258,0.0,-0.3700297176837921,2.345670223236084
23,28.506381318968646,122,25,1901,0.9453986287117004,0.9400407075881958,0.8684375286102295,0.7090473175048828,0.7424366474151611,0.05063345283269882,0.08405396342277527,0.0,2.0672624111175537
24,30.141636972642047,50,10,1988,0.943152904510498,0.9400407075881958,0.8683909177780151,0.6417786478996277,0.6555386185646057,0.02103681117296219,0.0,0.0,1.7788773775100708
25,31.08521363037328,52,32,1964,0.943152904510498,0.9400407075881958,0.8579753041267395,0.6003349423408508,0.7594971060752869,0.04037616774439812,0.0,0.0,1.8433575630187988
26,31.803983511912584,66,33,1949,0.943152904510498,0.9400407075881958,0.8534471392631531,0.5803338289260864,0.7836955189704895,0.04980502650141716,-0.3941647410392761,0.0,2.6375627517700195
27,32.58756710729389,11,65,1972,0.9475834965705872,0.9400407075881958,0.8583609461784363,0.734516978263855,0.8930602073669434,0.02122507058084011,0.0,-0.20708277821540833,3.1695778369903564
28,33.858352649635194,23,19,2006,0.9475834965705872,0.9391573071479797,0.860718846321106,0.7144221067428589,0.860748291015625,0.010173768736422062,0.0,0.0,3.4621071815490723
29,34.91835696561541,7,9,2032,0.9475834965705872,0.939157247543335,0.850063681602478,0.7376675009727478,0.8894964456558228,0.0034884298220276833,0.0,0.0,4.207571506500244
30,36.03057062248112,19,30,1999,0.9475834965705872,0.9391573071479797,0.8502494692802429,0.7378923296928406,0.927788496017456,0.0028571579605340958,0.0,0.0,4.902001857757568
31,36.720611104886586,10,14,2024,0.9475834965705872,0.9391573071479797,0.8460018634796143,0.7281070947647095,0.913849413394928,0.0007976012420840561,0.0,0.0,5.437806129455566
32,37.25489213738004,55,67,1926,0.9475834965705872,0.9391573071479797,0.8475152254104614,0.6968445777893066,0.8890892267227173,0.0045348661951720715,0.0,0.0,5.706014633178711
33,37.98007514639792,20,12,2016,0.9475834965705872,0.9391573071479797,0.8534865975379944,0.7345352172851562,0.92154461145401,0.00013257907994557172,0.0,0.0,6.205559253692627
34,38.27096010556807,33,70,1945,0.9475834965705872,0.939157247543335,0.8539760708808899,0.7735331058502197,0.8272876143455505,0.008174892514944077,0.015441501513123512,-0.6534430980682373,3.621910572052002
35,37.270900202704894,153,173,1722,0.9368122220039368,0.9214937686920166,0.8531026840209961,0.6908818483352661,0.8641031980514526,0.06107351928949356,0.0,-0.6079755425453186,3.7808122634887695
36,38.041183722117765,130,83,1835,0.9368122220039368,0.9270896315574646,0.8541671633720398,0.712557852268219,0.9594855308532715,0.013969697058200836,-0.22798047959804535,0.0,3.8811259269714355
37,39.542709838442335,38,18,1992,0.934151828289032,0.9270896315574646,0.8517357110977173,0.8778101801872253,0.9494205117225647,0.0012320508249104023,0.0,0.0,4.102229595184326
38,39.26037723260048,45,33,1970,0.934151828289032,0.9270896315574646,0.8424466252326965,0.8991408348083496,0.9804052710533142,0.00010620508692227304,0.0,0.0,4.86080265045166
39,39.72021606325809,26,33,1989,0.934151828289032,0.9270896315574646,0.8338426947593689,0.9043132066726685,0.9672155976295471,0.0013500149361789227,0.0,-0.12622861564159393,5.34905481338501
40,39.64143451433517,7,22,2019,0.934151828289032,0.92399662733078,0.8354357481002808,0.9099457263946533,0.9651491045951843,2.097545802826062e-06,0.0,0.0,5.255887985229492
41,39.23215414996494,87,96,1865,0.934151828289032,0.92399662733078,0.8341196775436401,0.8338881134986877,0.9186129570007324,0.04093361645936966,-0.1730482280254364,0.0,3.1448161602020264
42,38.45536779402017,30,17,2001,0.9201936721801758,0.92399662733078,0.8446285724639893,0.8563817143440247,0.9762910604476929,8.466849249089137e-05,0.0,0.0,4.835514545440674
43,38.19533828396756,76,83,1889,0.9201936721801758,0.92399662733078,0.8390815258026123,0.8823429942131042,0.9395899772644043,0.023586593568325043,0.0,-0.46376097202301025,4.188316345214844
44,38.536359369827494,57,49,1942,0.9201936721801758,0.9127864837646484,0.8345837593078613,0.8882643580436707,0.964972198009491,3.2577794627286494e-05,0.10739832371473312,0.0,4.648090839385986
45,38.53946228512198,61,39,1948,0.9242362976074219,0.9127864837646484,0.8375930786132812,0.8486101627349854,0.9634761810302734,0.0028179697692394257,0.0,0.0,4.189016342163086
