1.330188649855275296e+00,5.347560360562786386e-02,-6.247603191285757210e-03,-8.731616500785682744e-01,7.889509270417318643e-01,3.210582331373361686e+00,-1.215684392116127110e+00,4.096106976025483681e-01,-1.035228382382004986e+00,3.911391622935351364e+00,-2.768158012157861947e-01
1.320316325867737506e+00,6.143269693311653040e-02,-9.470461060522081601e-03,-8.408205134895748722e-01,7.849194857551677895e-01,3.309015513347664861e+00,-1.253566777269653709e+00,1.579410187042758373e+00,2.280523869226106504e-01,4.174628302013911885e+00,-7.307201221964190196e-01
1.309657533867320645e+00,6.854597778840994249e-02,-1.330793951008379071e-02,-8.093396002321505689e-01,7.798958651818915788e-01,3.166525890676032073e+00,-1.409660948355207388e+00,1.990327006060029214e-01,-1.185842056966850411e+00,3.694639718840553755e+00,-5.251095825059107769e-01
1.298308916593239770e+00,7.440865035212559930e-02,-1.866668323280691946e-02,-7.778413506896286744e-01,7.718600715221090036e-01,3.273206509565756761e+00,-1.428803274740704676e+00,1.266776435577612769e+00,-1.549926800521069237e-01,4.180598198551312983e+00,-1.482976552919130553e+00
1.286418376737580083e+00,8.141747913200880760e-02,-2.359599324766127257e-02,-7.445687416152766414e-01,7.603804316071455238e-01,3.209769916506268306e+00,-1.543352211692827991e+00,4.857746436068461904e-01,-1.076219505221783557e+00,4.137082767281846429e+00,-1.386958755718525227e+00
1.273797438383544423e+00,8.659937918351798269e-02,-3.102821575330720269e-02,-7.107793625221532352e-01,7.475588910864099379e-01,3.238931813282219796e+00,-1.612352262718748763e+00,8.097292092685139941e-01,-7.821549847360150798e-01,4.310420833453538769e+00,-1.818019072132620151e+00
1.260524095518206211e+00,8.845267225128208843e-02,-4.314749296081864249e-02,-6.756276346830670798e-01,7.304023267767135730e-01,3.162560425174063106e+00,-1.706172101586630907e+00,-3.453850482951023593e-01,-2.245774559528588732e+00,4.477180285652009317e+00,-2.470360849344657606e+00
1.246728033806881797e+00,9.097172761929410434e-02,-5.525004139498711220e-02,-6.389274771526046726e-01,7.063762052881285003e-01,3.260427608958244239e+00,-1.743562562813641081e+00,9.745266916648513966e-01,-7.816381695705764132e-01,4.698416502730135669e+00,-3.535117652726243787e+00
1.232334604988218452e+00,9.380967666138541328e-02,-6.728192729290184693e-02,-6.015912640378873188e-01,6.761925730428297587e-01,3.160117406966762132e+00,-1.854411689316922685e+00,-2.644334008151055238e-01,-2.224508529192452233e+00,4.635205230664118936e+00,-4.010097353897258188e+00
1.217385257325358294e+00,9.732471355024334414e-02,-7.929319973191947812e-02,-5.626836032679012334e-01,6.392455920997104357e-01,3.279019065595939253e+00,-1.884275270817925119e+00,1.142625076061987599e+00,-7.799492712184865617e-01,5.092366654662304093e+00,-5.225642104127187437e+00
1.201920365615878339e+00,1.015472463685628546e-01,-9.131192637919495481e-02,-5.219893329234283064e-01,5.933206670372895841e-01,3.178936767142314768e+00,-1.981474365548670846e+00,-8.666448647661595395e-02,-2.222833707274080695e+00,5.080965543785686656e+00,-6.254251829343862923e+00
1.185914414427023722e+00,1.067267071124985145e-01,-1.033617342552059087e-01,-4.788923634739981616e-01,5.392030131479955690e-01,3.310274029136113683e+00,-2.022064051994578282e+00,1.381018297428860953e+00,-7.911493968537794963e-01,5.693894871386543599e+00,-7.274655973151606503e+00
1.169302438170798819e+00,1.135478961698432460e-01,-1.156429796963125284e-01,-4.315550704800065751e-01,4.797004990891596266e-01,3.254932138238525674e+00,-2.131557586015906391e+00,3.253486836098115620e-01,-2.277122567608503179e+00,6.139991486777187646e+00,-7.600785442388771962e+00
1.151967560344521857e+00,1.198128949306324909e-01,-1.297349399216989607e-01,-3.818828838719736107e-01,4.146283783679725610e-01,3.324840574915373104e+00,-2.175287018172989750e+00,1.311179251544245528e+00,-1.260251350624466360e+00,6.266082944921059550e+00,-8.561917552693019573e+00
1.136834410361249770e+00,1.324769239063146031e-01,-1.467836416101059582e-01,-3.288960166700897747e-01,3.517603654846445660e-01,3.589443197284266862e+00,-1.612980394467945500e+00,1.759266642263832114e+00,-2.975764550331821301e+00,7.037318664215677977e+00,-7.171398658997329534e+00
1.126129001489549308e+00,1.455563450199909847e-01,-1.768308704480565652e-01,-2.712225493054481462e-01,2.984308124734480483e-01,3.667605315531160315e+00,-1.077387369303774767e+00,1.455551356006815622e+00,-4.521484895899400946e+00,7.408192054131286675e+00,-6.207303696713000640e+00
1.119371351248706015e+00,1.544086961130109736e-01,-2.187966175204195396e-01,-2.116427410618404725e-01,2.517372449161430215e-01,3.643491981389876067e+00,-6.287828246134030685e-01,7.233662335147392763e-01,-5.961586703702724144e+00,7.497022726934632786e+00,-5.523713248549206867e+00
1.115882306577122396e+00,1.608075573245307255e-01,-2.665080193446961454e-01,-1.526758274647267988e-01,2.091532453484180598e-01,3.635205900624751685e+00,-2.582890839317233955e-01,8.525724320164644876e-01,-5.962999302534166546e+00,7.246111191625757897e+00,-5.178817724897055719e+00
1.114972908394979978e+00,1.630229610752225722e-01,-3.196307107876544817e-01,-9.555909163259786177e-02,1.681355415936040265e-01,3.515350912397912087e+00,1.746376820635267557e-02,-3.159179146593283916e-01,-7.313456754904914980e+00,7.031260638462131674e+00,-5.124512006485023363e+00
1.116272656789014661e+00,1.640957013202761217e-01,-3.715246745303050213e-01,-4.376082005858675933e-02,1.266178996302145532e-01,3.496845225884966712e+00,3.022605856282282177e-01,5.680253697450682315e-01,-5.661665747789280445e+00,5.916452030441782028e+00,-5.292712669875197840e+00
