epoch,avg_reward,option 0 dur,option 1 dur,option 0 std,option 1 std,option 0 term,option 1 term,option 0 adv,option 1 adv
1,1.4548745588102276,474,1574,1.0,1.0,0.5687930583953857,0.37701311707496643,-0.1254512518644333,0.012347787618637085
2,1.7688026837183428,1003,1045,0.9926909804344177,1.0040700435638428,0.48248714208602905,0.4608334004878998,0.19815252721309662,0.009803565219044685
3,2.5879152517620567,1005,1043,0.9730530381202698,0.9945391416549683,0.3835143744945526,0.3907971680164337,0.3431309461593628,-0.05053724721074104
4,4.3957927777266885,1225,823,0.9659120440483093,0.9830384850502014,0.2815175950527191,0.3646632134914398,0.4792463481426239,-0.07533776760101318
